1543252169014100945,-23.6145992279
1543252169027930074,-23.4059047699
1543252169028942415,-22.4319953918
1543252169041667589,-23.0580806732
1543252169052175946,-24.2406845093
1543252169070848395,-25.1450309753
1543252169071571258,-25.70154953
1543252169089994020,-26.4667644501
1543252169099737952,-26.6754608154
1543252169104359086,-25.70154953
1543252169123015858,-24.8667697906
1543252169133027966,-26.1189403534
1543252169134601347,-26.6058959961
1543252169144795747,-25.0058994293
1543252169163900539,-24.2406845093
1543252169167348915,-23.6145992279
1543252169201340333,-22.6406898499
1543252169201551427,-23.6841659546
1543252169218921432,-24.727640152
1543252169249993795,-27.8580646515
1543252169253025506,-28.8319759369
1543252169288189629,-28.0667610168
1543252169305902759,-25.8406791687
1543252169307887128,-25.0754642487
1543252169339347772,-26.6058959961
1543252169356748871,-29.3189296722
1543252169360155112,-31.1971855164
1543252169391012476,-27.0928497314
1543252169409138364,-25.6319847107
1543252169413147676,-25.492855072
1543252169443050252,-24.518945694
1543252169460505152,-24.3798160553
1543252169464828526,-24.5885105133
1543252169482242073,-24.1711196899
1543252169500278795,-24.93633461
1543252169530465223,-25.1450309753
1543252169534718180,-22.9885158539
1543252169553563807,-24.3798160553
1543252169571391154,-26.4667644501
1543252169590767300,-24.0319900513
1543252169608561158,-28.4145851135
1543252169624855853,-30.362405777
1543252169641898307,-26.4667644501
1543252169663414551,-26.2580699921
1543252169676958056,-28.9711055756
1543252169694172280,-27.0232849121
1543252169711487233,-25.8406791687
1543252169746452347,-29.5971908569
1543252169750878376,-30.9189243317
1543252169771246134,-28.9015407562
1543252169806372809,-25.2145957947
1543252169811368213,-23.7537307739
1543252169828932748,-25.3537254333
1543252169847760406,-26.9537200928
1543252169866427022,-27.0232849121
1543252169901102032,-26.5363292694
1543252169904818897,-26.3971996307
1543252169922393589,-27.9971942902
1543252169940599685,-27.9276294708
1543252169959202239,-30.571100235
1543252169978196719,-29.3189296722
1543252170013229801,-27.5798053741
1543252170030361109,-27.3015441895
1543252170036441457,-27.7189350128
1543252170054353127,-25.492855072
1543252170071067145,-27.5798053741
1543252170089252720,-27.9971942902
1543252170106589392,-26.9537200928
1543252170139411699,-25.1450309753
1543252170142660180,-24.3102493286
1543252170159138260,-25.1450309753
1543252170178609562,-28.5537147522
1543252170198306071,-26.3971996307
1543252170218222371,-25.492855072
1543252170238854190,-21.7363452911
1543252170256533257,-22.0146045685
1543252170275256071,-22.4319953918
1543252170292673524,-20.2754802704
1543252170310355768,-19.3711357117
