1544016622438865563,509,1544016622438107013,front_uwb_link,front,A,2.21000003815,9.99999974738e-05,B,-0.25,0.00359999993816,C,1.84500002861,2.49999993684e-05
1544016622772281256,510,1544016622771595954,front_uwb_link,front,A,2.18000006676,6.66666674078e-05,B,-0.180000007153,0.00240000011399,C,1.84666669369,0.00042222221964
1544016623105380312,511,1544016623104753017,front_uwb_link,front,A,2.21499991417,0.00107500003651,B,-0.217500001192,0.00116874999367,C,1.84749996662,0.000868749979418
1544016623438711454,512,1544016623438113927,front_uwb_link,front,A,2.16000008583,6.66666674078e-05,B,-0.189999997616,0.000266666669631,C,1.83666670322,0.000822222209536
1544016623771947018,513,1544016623771392107,front_uwb_link,front,A,2.19333338737,0.00148888886906,B,-0.219999998808,0.0034666666761,C,1.86000001431,0.000466666679131
1544016624105203808,514,1544016624104743957,front_uwb_link,front,A,2.28999996185,0.00139999995008,B,-0.222499996424,0.00251875002868,C,1.85000002384,0.000250000011874
1544016624439217278,515,1544016624438527107,front_uwb_link,front,A,2.31333327293,0.000288888899377,B,-0.196666672826,0.000155555550009,C,1.84000003338,6.66666674078e-05
1544016624772007776,516,1544016624771444082,front_uwb_link,front,A,2.33999991417,0.00406666658819,B,-0.209999993443,0.00079999997979,C,1.82666671276,0.000155555550009
1544016625105388372,517,1544016625104743957,front_uwb_link,front,A,2.32999992371,0.00405000010505,B,-0.202500000596,0.00236875005066,C,1.83000004292,0.000150000007125
1544016625438675000,518,1544016625438047885,front_uwb_link,front,A,2.4633333683,0.00862222258002,B,-0.213333338499,0.00175555550959,C,1.83666670322,0.000622222200036
1544016625772003398,519,1544016625771397113,front_uwb_link,front,A,2.1400001049,6.66666674078e-05,B,-0.230000004172,0.00206666672602,C,1.83000004292,0.000600000028498
1544016626105294639,520,1544016626104692935,front_uwb_link,front,A,2.15499997139,0.000325000000885,B,-0.22499999404,0.000475000008009,C,1.87999999523,0.00124999997206
1544016626438721571,521,1544016626438144922,front_uwb_link,front,A,2.16499996185,0.00122500001453,B,-0.204999998212,0.00422499980778,C,1.85000002384,0.00159999995958
